season,round,position,points,wins,driverId
2002,8,19,0.0,0,rosa
2002,8,20,0.0,0,panis
2002,8,21,0.0,0,sato
2002,8,22,0.0,0,bernoldi
2002,9,1,76.0,6,michael_schumacher
2002,9,2,30.0,1,ralf_schumacher
2002,9,3,27.0,0,montoya
2002,9,4,26.0,1,barrichello
2002,9,5,26.0,1,coulthard
2002,9,6,11.0,0,raikkonen
2002,9,7,10.0,0,button
2002,9,8,6.0,0,fisichella
2002,9,9,5.0,0,heidfeld
2002,9,10,4.0,0,trulli
2002,9,11,4.0,0,massa
2002,9,12,3.0,0,irvine
2002,9,13,2.0,0,webber
2002,9,14,2.0,0,salo
2002,9,15,2.0,0,frentzen
2002,9,16,0.0,0,villeneuve
2002,9,17,0.0,0,mcnish
2002,9,18,0.0,0,yoong
2002,9,19,0.0,0,rosa
2002,9,20,0.0,0,panis
2002,9,21,0.0,0,sato
2002,9,22,0.0,0,bernoldi
2002,10,1,86.0,7,michael_schumacher
2002,10,2,32.0,1,barrichello
2002,10,3,31.0,0,montoya
2002,10,4,30.0,1,ralf_schumacher
2002,10,5,26.0,1,coulthard
2002,10,6,11.0,0,raikkonen
2002,10,7,10.0,0,button
2002,10,8,6.0,0,heidfeld
2002,10,9,6.0,0,fisichella
2002,10,10,4.0,0,trulli
2002,10,11,4.0,0,massa
2002,10,12,3.0,0,villeneuve
2002,10,13,3.0,0,irvine
2002,10,14,2.0,0,panis
2002,10,15,2.0,0,webber
2002,10,16,2.0,0,salo
2002,10,17,2.0,0,frentzen
2002,10,18,0.0,0,mcnish
2002,10,19,0.0,0,yoong
2002,10,20,0.0,0,rosa
2002,10,21,0.0,0,sato
2002,10,22,0.0,0,bernoldi
2002,11,1,96.0,8,michael_schumacher
2002,11,2,34.0,0,montoya
2002,11,3,32.0,1,barrichello
2002,11,4,32.0,1,ralf_schumacher
2002,11,5,30.0,1,coulthard
2002,11,6,17.0,0,raikkonen
2002,11,7,11.0,0,button
2002,11,8,6.0,0,heidfeld
2002,11,9,6.0,0,fisichella
2002,11,10,4.0,0,trulli
2002,11,11,4.0,0,massa
2002,11,12,3.0,0,villeneuve
2002,11,13,3.0,0,irvine
2002,11,14,2.0,0,panis
2002,11,15,2.0,0,webber
2002,11,16,2.0,0,salo
2002,11,17,2.0,0,frentzen
2002,11,18,0.0,0,mcnish
2002,11,19,0.0,0,yoong
2002,11,20,0.0,0,rosa
2002,11,21,0.0,0,sato
2002,11,22,0.0,0,bernoldi
2002,12,1,106.0,9,michael_schumacher
2002,12,2,40.0,0,montoya
2002,12,3,36.0,1,ralf_schumacher
2002,12,4,35.0,1,barrichello
2002,12,5,32.0,1,coulthard
2002,12,6,17.0,0,raikkonen
2002,12,7,11.0,0,button
2002,12,8,7.0,0,heidfeld
2002,12,9,6.0,0,fisichella
2002,12,10,4.0,0,trulli
2002,12,11,4.0,0,massa
2002,12,12,3.0,0,villeneuve
2002,12,13,3.0,0,irvine
2002,12,14,2.0,0,panis
2002,12,15,2.0,0,webber
2002,12,16,2.0,0,salo
2002,12,17,2.0,0,frentzen
2002,12,18,0.0,0,mcnish
2002,12,19,0.0,0,yoong
2002,12,20,0.0,0,rosa
2002,12,21,0.0,0,sato
2002,12,22,0.0,0,bernoldi
2002,13,1,112.0,9,michael_schumacher
2002,13,2,45.0,2,barrichello
2002,13,3,40.0,1,ralf_schumacher
2002,13,4,40.0,0,montoya
2002,13,5,34.0,1,coulthard
2002,13,6,20.0,0,raikkonen
2002,13,7,11.0,0,button
2002,13,8,7.0,0,heidfeld
2002,13,9,7.0,0,fisichella
2002,13,10,4.0,0,trulli
2002,13,11,4.0,0,massa
2002,13,12,3.0,0,villeneuve
2002,13,13,3.0,0,irvine
2002,13,14,2.0,0,panis
2002,13,15,2.0,0,webber
2002,13,16,2.0,0,salo
2002,13,17,2.0,0,frentzen
2002,13,18,0.0,0,mcnish
2002,13,19,0.0,0,yoong
2002,13,20,0.0,0,rosa
2002,13,21,0.0,0,sato
2002,13,22,0.0,0,bernoldi
2002,14,1,122.0,10,michael_schumacher
2002,14,2,51.0,2,barrichello
2002,14,3,44.0,0,montoya
2002,14,4,42.0,1,ralf_schumacher
2002,14,5,37.0,1,coulthard
2002,14,6,20.0,0,raikkonen
2002,14,7,11.0,0,button
2002,14,8,7.0,0,heidfeld
2002,14,9,7.0,0,fisichella
2002,14,10,4.0,0,irvine
2002,14,11,4.0,0,trulli
2002,14,12,4.0,0,massa
2002,14,13,3.0,0,villeneuve
2002,14,14,2.0,0,panis
2002,14,15,2.0,0,webber
2002,14,16,2.0,0,salo
2002,14,17,2.0,0,frentzen
2002,14,18,0.0,0,mcnish
2002,14,19,0.0,0,yoong
2002,14,20,0.0,0,rosa
2002,14,21,0.0,0,sato
2002,14,22,0.0,0,bernoldi
2002,15,1,128.0,10,michael_schumacher
2002,15,2,61.0,3,barrichello
2002,15,3,44.0,0,montoya
2002,15,4,42.0,1,ralf_schumacher
2002,15,5,37.0,1,coulthard
2002,15,6,20.0,0,raikkonen
2002,15,7,13.0,0,button
2002,15,8,8.0,0,irvine
2002,15,9,7.0,0,trulli
2002,15,10,7.0,0,heidfeld
2002,15,11,7.0,0,fisichella
2002,15,12,4.0,0,massa
2002,15,13,3.0,0,villeneuve
2002,15,14,3.0,0,panis
2002,15,15,2.0,0,webber
2002,15,16,2.0,0,salo
2002,15,17,2.0,0,frentzen
2002,15,18,0.0,0,mcnish
2002,15,19,0.0,0,yoong
2002,15,20,0.0,0,rosa
2002,15,21,0.0,0,sato
2002,15,22,0.0,0,bernoldi
2002,16,1,134.0,10,michael_schumacher
2002,16,2,71.0,4,barrichello
2002,16,3,47.0,0,montoya
2002,16,4,42.0,1,ralf_schumacher
2002,16,5,41.0,1,coulthard
2002,16,6,20.0,0,raikkonen
2002,16,7,13.0,0,button
2002,16,8,9.0,0,trulli
2002,16,9,8.0,0,irvine
2002,16,10,7.0,0,heidfeld
2002,16,11,7.0,0,fisichella
2002,16,12,4.0,0,villeneuve
2002,16,13,4.0,0,massa
2002,16,14,3.0,0,panis
2002,16,15,2.0,0,webber
2002,16,16,2.0,0,salo
2002,16,17,2.0,0,frentzen
2002,16,18,0.0,0,mcnish
2002,16,19,0.0,0,yoong
2002,16,20,0.0,0,rosa
2002,16,21,0.0,0,sato
2002,16,22,0.0,0,bernoldi
2002,17,1,144.0,11,michael_schumacher
2002,17,2,77.0,4,barrichello
2002,17,3,50.0,0,montoya
2002,17,4,42.0,1,ralf_schumacher
2002,17,5,41.0,1,coulthard
2002,17,6,24.0,0,raikkonen
2002,17,7,14.0,0,button
2002,17,8,9.0,0,trulli
2002,17,9,8.0,0,irvine
2002,17,10,7.0,0,heidfeld
2002,17,11,7.0,0,fisichella
2002,17,12,4.0,0,villeneuve
2002,17,13,4.0,0,massa
2002,17,14,3.0,0,panis
2002,17,15,2.0,0,sato
2002,17,16,2.0,0,webber
2002,17,17,2.0,0,salo
2002,17,18,2.0,0,frentzen
2002,17,19,0.0,0,mcnish
2002,17,20,0.0,0,yoong
2002,17,21,0.0,0,rosa
2002,17,22,0.0,0,bernoldi
2003,1,1,10.0,1,coulthard
2003,1,2,8.0,0,montoya
2003,1,3,6.0,0,raikkonen
2003,1,4,5.0,0,michael_schumacher
2003,1,5,4.0,0,trulli
2003,1,6,3.0,0,frentzen
2003,1,7,2.0,0,alonso
2003,1,8,1.0,0,ralf_schumacher
2003,1,9,0.0,0,villeneuve
2003,1,10,0.0,0,button
2003,1,11,0.0,0,verstappen
2003,2,1,16.0,1,raikkonen
2003,2,2,10.0,1,coulthard
2003,2,3,8.0,0,montoya
2003,2,4,8.0,0,barrichello
2003,2,5,8.0,0,alonso
2003,2,6,8.0,0,michael_schumacher
2003,2,7,8.0,0,trulli
2003,2,8,6.0,0,ralf_schumacher
2003,2,9,3.0,0,frentzen
2003,2,10,2.0,0,button
2003,2,11,1.0,0,heidfeld
2003,2,12,0.0,0,villeneuve
2003,2,13,0.0,0,firman
2003,2,14,0.0,0,verstappen
2003,2,15,0.0,0,matta
2003,3,1,24.0,1,raikkonen
2003,3,2,15.0,1,coulthard
2003,3,3,14.0,0,alonso
2003,3,4,10.0,1,fisichella
2003,3,5,9.0,0,trulli
2003,3,6,8.0,0,montoya
2003,3,7,8.0,0,barrichello
2003,3,8,8.0,0,michael_schumacher
2003,3,9,8.0,0,ralf_schumacher
2003,3,10,7.0,0,frentzen
2003,3,11,3.0,0,villeneuve
2003,3,12,2.0,0,button
2003,3,13,1.0,0,heidfeld
2003,3,14,0.0,0,webber
2003,3,15,0.0,0,matta
2003,3,16,0.0,0,firman
2003,3,17,0.0,0,verstappen
2003,4,1,32.0,1,raikkonen
2003,4,2,19.0,1,coulthard
2003,4,3,18.0,1,michael_schumacher
2003,4,4,17.0,0,alonso
2003,4,5,14.0,0,barrichello
2003,4,6,13.0,0,ralf_schumacher
2003,4,7,10.0,1,fisichella
2003,4,8,10.0,0,montoya
2003,4,9,9.0,0,trulli
2003,4,10,7.0,0,frentzen
2003,4,11,3.0,0,villeneuve
2003,4,12,3.0,0,button
2003,4,13,1.0,0,heidfeld
2003,4,14,0.0,0,panis
2003,4,15,0.0,0,webber
2003,4,16,0.0,0,matta
2003,4,17,0.0,0,firman
2003,4,18,0.0,0,verstappen
2003,4,19,0.0,0,pizzonia
2003,5,1,32.0,1,raikkonen
2003,5,2,28.0,2,michael_schumacher
2003,5,3,25.0,0,alonso
2003,5,4,20.0,0,barrichello
2003,5,5,19.0,1,coulthard
2003,5,6,17.0,0,ralf_schumacher
2003,5,7,15.0,0,montoya
2003,5,8,10.0,1,fisichella
2003,5,9,9.0,0,trulli
2003,5,10,7.0,0,frentzen
2003,5,11,3.0,0,villeneuve
2003,5,12,3.0,0,matta
2003,5,13,3.0,0,button
2003,5,14,2.0,0,webber
2003,5,15,1.0,0,heidfeld
2003,5,16,1.0,0,firman
2003,5,17,0.0,0,panis
2003,5,18,0.0,0,verstappen
2003,5,19,0.0,0,wilson
2003,5,20,0.0,0,pizzonia
2003,6,1,40.0,1,raikkonen
2003,6,2,38.0,3,michael_schumacher
2003,6,3,26.0,0,barrichello
2003,6,4,25.0,0,alonso
2003,6,5,23.0,1,coulthard
2003,6,6,20.0,0,ralf_schumacher
2003,6,7,15.0,0,montoya
2003,6,8,10.0,1,fisichella
2003,6,9,10.0,0,trulli
2003,6,10,8.0,0,button
2003,6,11,7.0,0,frentzen
2003,6,12,4.0,0,webber
2003,6,13,3.0,0,villeneuve
2003,6,14,3.0,0,matta
2003,6,15,1.0,0,heidfeld
2003,6,16,1.0,0,firman
2003,6,17,0.0,0,pizzonia
2003,6,18,0.0,0,panis
2003,6,19,0.0,0,verstappen
2003,6,20,0.0,0,wilson
2003,7,1,48.0,1,raikkonen
2003,7,2,44.0,3,michael_schumacher
2003,7,3,29.0,0,alonso
2003,7,4,27.0,0,barrichello
2003,7,5,25.0,1,montoya
2003,7,6,25.0,1,coulthard
2003,7,7,25.0,0,ralf_schumacher
2003,7,8,13.0,0,trulli
2003,7,9,10.0,1,fisichella
2003,7,10,8.0,0,button
2003,7,11,7.0,0,frentzen
2003,7,12,4.0,0,webber
2003,7,13,3.0,0,matta
2003,7,14,3.0,0,villeneuve
2003,7,15,1.0,0,heidfeld
2003,7,16,1.0,0,firman
2003,7,17,0.0,0,panis
2003,7,18,0.0,0,pizzonia
2003,7,19,0.0,0,verstappen
2003,7,20,0.0,0,wilson
2003,8,1,54.0,4,michael_schumacher
2003,8,2,51.0,1,raikkonen
2003,8,3,34.0,0,alonso
2003,8,4,33.0,0,ralf_schumacher
2003,8,5,31.0,1,montoya
2003,8,6,31.0,0,barrichello
2003,8,7,25.0,1,coulthard
2003,8,8,13.0,0,trulli
2003,8,9,10.0,1,fisichella
2003,8,10,8.0,0,button
2003,8,11,7.0,0,frentzen
2003,8,12,6.0,0,webber
2003,8,13,3.0,0,matta
2003,8,14,3.0,0,villeneuve
2003,8,15,1.0,0,panis
2003,8,16,1.0,0,heidfeld
2003,8,17,1.0,0,firman
2003,8,18,0.0,0,pizzonia
2003,8,19,0.0,0,verstappen
2003,8,20,0.0,0,wilson
2003,9,1,58.0,4,michael_schumacher
2003,9,2,51.0,1,raikkonen
2003,9,3,43.0,1,ralf_schumacher
2003,9,4,39.0,1,montoya
2003,9,5,39.0,0,alonso
2003,9,6,37.0,0,barrichello
2003,9,7,25.0,1,coulthard
2003,9,8,13.0,0,trulli
2003,9,9,10.0,1,fisichella
2003,9,10,10.0,0,button
2003,9,11,9.0,0,webber
2003,9,12,7.0,0,frentzen
2003,9,13,3.0,0,matta
2003,9,14,3.0,0,villeneuve
2003,9,15,2.0,0,heidfeld
2003,9,16,1.0,0,panis
2003,9,17,1.0,0,firman
2003,9,18,0.0,0,pizzonia
2003,9,19,0.0,0,verstappen
2003,9,20,0.0,0,wilson
2003,10,1,64.0,4,michael_schumacher
2003,10,2,56.0,1,raikkonen
2003,10,3,53.0,2,ralf_schumacher
2003,10,4,47.0,1,montoya
2003,10,5,39.0,0,barrichello
2003,10,6,39.0,0,alonso
2003,10,7,29.0,1,coulthard
2003,10,8,13.0,0,trulli
2003,10,9,12.0,0,webber
2003,10,10,10.0,1,fisichella
2003,10,11,10.0,0,button
2003,10,12,7.0,0,frentzen
2003,10,13,3.0,0,villeneuve
2003,10,14,3.0,0,matta
2003,10,15,2.0,0,panis
2003,10,16,2.0,0,heidfeld
2003,10,17,1.0,0,firman
2003,10,18,0.0,0,pizzonia
2003,10,19,0.0,0,verstappen
2003,10,20,0.0,0,wilson
2003,11,1,69.0,4,michael_schumacher
2003,11,2,62.0,1,raikkonen
2003,11,3,55.0,1,montoya
2003,11,4,53.0,2,ralf_schumacher
2003,11,5,49.0,1,barrichello
2003,11,6,39.0,0,alonso
2003,11,7,33.0,1,coulthard
2003,11,8,16.0,0,trulli
2003,11,9,12.0,0,webber
2003,11,10,11.0,0,button
2003,11,11,10.0,1,fisichella
2003,11,12,7.0,0,frentzen
2003,11,13,5.0,0,matta
2003,11,14,3.0,0,villeneuve
2003,11,15,2.0,0,panis
2003,11,16,2.0,0,heidfeld
2003,11,17,1.0,0,firman
2003,11,18,0.0,0,pizzonia
2003,11,19,0.0,0,verstappen
2003,11,20,0.0,0,wilson
2003,12,1,71.0,4,michael_schumacher
2003,12,2,65.0,2,montoya
2003,12,3,62.0,1,raikkonen
2003,12,4,53.0,2,ralf_schumacher
2003,12,5,49.0,1,barrichello
2003,12,6,44.0,0,alonso
2003,12,7,41.0,1,coulthard
2003,12,8,22.0,0,trulli
2003,12,9,12.0,0,button
2003,12,10,12.0,0,webber
2003,12,11,10.0,1,fisichella
2003,12,12,8.0,0,matta
2003,12,13,7.0,0,frentzen
2003,12,14,6.0,0,panis
2003,12,15,3.0,0,villeneuve
2003,12,16,2.0,0,heidfeld
2003,12,17,1.0,0,firman
2003,12,18,0.0,0,pizzonia
2003,12,19,0.0,0,verstappen
2003,12,20,0.0,0,wilson
2003,12,21,0.0,0,kiesa
2003,13,1,72.0,4,michael_schumacher
2003,13,2,71.0,2,montoya
2003,13,3,70.0,1,raikkonen
2003,13,4,58.0,2,ralf_schumacher
2003,13,5,54.0,1,alonso
2003,13,6,49.0,1,barrichello
2003,13,7,45.0,1,coulthard
2003,13,8,24.0,0,trulli
2003,13,9,15.0,0,webber
2003,13,10,12.0,0,button
2003,13,11,10.0,1,fisichella
2003,13,12,8.0,0,matta
2003,13,13,7.0,0,frentzen
2003,13,14,6.0,0,panis
2003,13,15,3.0,0,villeneuve
2003,13,16,2.0,0,heidfeld
2003,13,17,1.0,0,firman
2003,13,18,0.0,0,pizzonia
2003,13,19,0.0,0,verstappen
2003,13,20,0.0,0,wilson
2003,13,21,0.0,0,kiesa
2003,14,1,82.0,5,michael_schumacher
2003,14,2,79.0,2,montoya
2003,14,3,75.0,1,raikkonen
2003,14,4,58.0,2,ralf_schumacher
2003,14,5,55.0,1,barrichello
2003,14,6,55.0,1,alonso
2003,14,7,45.0,1,coulthard
2003,14,8,24.0,0,trulli
2003,14,9,17.0,0,webber
2003,14,10,12.0,0,button
2003,14,11,10.0,1,fisichella
2003,14,12,8.0,0,matta
2003,14,13,7.0,0,frentzen
2003,14,14,6.0,0,panis
2003,14,15,6.0,0,villeneuve
2003,14,16,4.0,0,gene
2003,14,17,2.0,0,heidfeld
2003,14,18,1.0,0,firman
2003,14,19,0.0,0,pizzonia
2003,14,20,0.0,0,verstappen
2003,14,21,0.0,0,wilson
2003,14,22,0.0,0,baumgartner
2003,14,23,0.0,0,kiesa
2003,15,1,92.0,6,michael_schumacher
2003,15,2,83.0,1,raikkonen
2003,15,3,82.0,2,montoya
2003,15,4,58.0,2,ralf_schumacher
2003,15,5,55.0,1,barrichello
2003,15,6,55.0,1,alonso
2003,15,7,45.0,1,coulthard
2003,15,8,29.0,0,trulli
2003,15,9,17.0,0,webber
2003,15,10,13.0,0,frentzen
2003,15,11,12.0,1,fisichella
2003,15,12,12.0,0,button
2003,15,13,8.0,0,matta
2003,15,14,6.0,0,heidfeld
2003,15,15,6.0,0,panis
2003,15,16,6.0,0,villeneuve
2003,15,17,4.0,0,gene
2003,15,18,1.0,0,firman
2003,15,19,1.0,0,wilson
2003,15,20,0.0,0,pizzonia
2003,15,21,0.0,0,verstappen
2003,15,22,0.0,0,kiesa
2003,15,23,0.0,0,baumgartner
2003,16,1,93.0,6,michael_schumacher
2003,16,2,91.0,1,raikkonen
2003,16,3,82.0,2,montoya
2003,16,4,65.0,2,barrichello
2003,16,5,58.0,2,ralf_schumacher
2003,16,6,55.0,1,alonso
2003,16,7,51.0,1,coulthard
2003,16,8,33.0,0,trulli
2003,16,9,17.0,0,button
2003,16,10,17.0,0,webber
2003,16,11,13.0,0,frentzen
2003,16,12,12.0,1,fisichella
2003,16,13,10.0,0,matta
2003,16,14,6.0,0,heidfeld
2003,16,15,6.0,0,panis
2003,16,16,6.0,0,villeneuve
2003,16,17,4.0,0,gene
2003,16,18,3.0,0,sato
2003,16,19,1.0,0,firman
2003,16,20,1.0,0,wilson
2003,16,21,0.0,0,pizzonia
2003,16,22,0.0,0,verstappen
2003,16,23,0.0,0,kiesa
2003,16,24,0.0,0,baumgartner
2004,1,1,10.0,1,michael_schumacher
2004,1,2,8.0,0,barrichello
2004,1,3,6.0,0,alonso
2004,1,4,5.0,0,ralf_schumacher
2004,1,5,4.0,0,montoya
2004,1,6,3.0,0,button
2004,1,7,2.0,0,trulli
2004,1,8,1.0,0,coulthard
2004,1,9,0.0,0,sato
2004,1,10,0.0,0,fisichella
2004,1,11,0.0,0,klien
2004,1,12,0.0,0,matta
2004,1,13,0.0,0,panis
2004,1,14,0.0,0,pantano
2004,2,1,20.0,2,michael_schumacher
2004,2,2,13.0,0,barrichello
2004,2,3,12.0,0,montoya
2004,2,4,9.0,0,button
2004,2,5,8.0,0,alonso
2004,2,6,6.0,0,trulli
2004,2,7,5.0,0,ralf_schumacher
2004,2,8,4.0,0,coulthard
2004,2,9,1.0,0,massa
2004,2,10,0.0,0,matta
2004,2,11,0.0,0,sato
2004,2,12,0.0,0,fisichella
2004,2,13,0.0,0,klien
2004,2,14,0.0,0,panis
2004,2,15,0.0,0,pantano
2004,2,16,0.0,0,bruni
2004,2,17,0.0,0,baumgartner
2004,3,1,30.0,3,michael_schumacher
2004,3,2,21.0,0,barrichello
2004,3,3,15.0,0,button
2004,3,4,12.0,0,montoya
2004,3,5,11.0,0,alonso
2004,3,6,11.0,0,trulli
2004,3,7,7.0,0,ralf_schumacher
2004,3,8,4.0,0,sato
2004,3,9,4.0,0,coulthard
2004,3,10,1.0,0,massa
2004,3,11,1.0,0,webber
2004,3,12,0.0,0,matta
2004,3,13,0.0,0,panis
2004,3,14,0.0,0,fisichella
2004,3,15,0.0,0,klien
2004,3,16,0.0,0,pantano
2004,3,17,0.0,0,bruni
2004,3,18,0.0,0,heidfeld
2004,3,19,0.0,0,baumgartner
2004,4,1,40.0,4,michael_schumacher
2004,4,2,24.0,0,barrichello
2004,4,3,23.0,0,button
2004,4,4,18.0,0,montoya
2004,4,5,16.0,0,alonso
2004,4,6,15.0,0,trulli
2004,4,7,9.0,0,ralf_schumacher
2004,4,8,4.0,0,sato
2004,4,9,4.0,0,coulthard
2004,4,10,1.0,0,massa
2004,4,11,1.0,0,webber
2004,4,12,1.0,0,raikkonen
2004,4,13,0.0,0,fisichella
2004,4,14,0.0,0,matta
2004,4,15,0.0,0,panis
2004,4,16,0.0,0,klien
2004,4,17,0.0,0,pantano
2004,4,18,0.0,0,bruni
2004,4,19,0.0,0,baumgartner
2004,4,20,0.0,0,heidfeld
2004,5,1,50.0,5,michael_schumacher
2004,5,2,32.0,0,barrichello
2004,5,3,24.0,0,button
2004,5,4,21.0,0,alonso
2004,5,5,21.0,0,trulli
2004,5,6,18.0,0,montoya
2004,5,7,12.0,0,ralf_schumacher
2004,5,8,8.0,0,sato
2004,5,9,4.0,0,coulthard
2004,5,10,2.0,0,fisichella
2004,5,11,1.0,0,massa
2004,5,12,1.0,0,raikkonen
2004,5,13,1.0,0,webber
2004,5,14,0.0,0,matta
2004,5,15,0.0,0,panis
2004,5,16,0.0,0,klien
2004,5,17,0.0,0,pantano
2004,5,18,0.0,0,bruni
2004,5,19,0.0,0,baumgartner
2004,5,20,0.0,0,heidfeld
2004,6,1,50.0,5,michael_schumacher
2004,6,2,38.0,0,barrichello
2004,6,3,32.0,0,button
2004,6,4,31.0,1,trulli
2004,6,5,23.0,0,montoya
2004,6,6,21.0,0,alonso
2004,6,7,12.0,0,ralf_schumacher
2004,6,8,8.0,0,sato
2004,6,9,5.0,0,massa
2004,6,10,4.0,0,coulthard
2004,6,11,3.0,0,matta
2004,6,12,2.0,0,fisichella
2004,6,13,2.0,0,heidfeld
2004,6,14,1.0,0,panis
2004,6,15,1.0,0,raikkonen
2004,6,16,1.0,0,webber
2004,6,17,0.0,0,baumgartner
2004,6,18,0.0,0,klien
2004,6,19,0.0,0,pantano
2004,6,20,0.0,0,bruni
2004,7,1,60.0,6,michael_schumacher
2004,7,2,46.0,0,barrichello
2004,7,3,38.0,0,button
2004,7,4,36.0,1,trulli
2004,7,5,25.0,0,alonso
2004,7,6,24.0,0,montoya
2004,7,7,12.0,0,ralf_schumacher
2004,7,8,8.0,0,sato
2004,7,9,5.0,0,massa
2004,7,10,5.0,0,fisichella
2004,7,11,4.0,0,coulthard
2004,7,12,3.0,0,matta
2004,7,13,3.0,0,webber
2004,7,14,2.0,0,heidfeld
2004,7,15,1.0,0,panis
2004,7,16,1.0,0,raikkonen
2004,7,17,0.0,0,baumgartner
2004,7,18,0.0,0,klien
2004,7,19,0.0,0,pantano
2004,7,20,0.0,0,bruni
2004,8,1,70.0,7,michael_schumacher
2004,8,2,54.0,0,barrichello
2004,8,3,44.0,0,button
2004,8,4,36.0,1,trulli
2004,8,5,25.0,0,alonso
2004,8,6,24.0,0,montoya
2004,8,7,12.0,0,ralf_schumacher
2004,8,8,10.0,0,fisichella
2004,8,9,8.0,0,sato
2004,8,10,7.0,0,coulthard
2004,8,11,5.0,0,massa
2004,8,12,5.0,0,raikkonen
2004,8,13,3.0,0,matta
2004,8,14,3.0,0,heidfeld
2004,8,15,3.0,0,webber
2004,8,16,2.0,0,glock
2004,8,17,1.0,0,panis
2004,8,18,0.0,0,klien
2004,8,19,0.0,0,baumgartner
2004,8,20,0.0,0,pantano
2004,8,21,0.0,0,bruni
2004,9,1,80.0,8,michael_schumacher
2004,9,2,62.0,0,barrichello
2004,9,3,44.0,0,button
2004,9,4,41.0,1,trulli
2004,9,5,25.0,0,alonso
2004,9,6,24.0,0,montoya
2004,9,7,14.0,0,sato
2004,9,8,12.0,0,ralf_schumacher
2004,9,9,10.0,0,fisichella
2004,9,10,9.0,0,coulthard
2004,9,11,8.0,0,raikkonen
2004,9,12,5.0,0,massa
2004,9,13,5.0,0,panis
2004,9,14,3.0,0,matta
2004,9,15,3.0,0,heidfeld
2004,9,16,3.0,0,webber
2004,9,17,2.0,0,glock
2004,9,18,1.0,0,baumgartner
2004,9,19,0.0,0,klien
2004,9,20,0.0,0,pantano
2004,9,21,0.0,0,bruni
2004,10,1,90.0,9,michael_schumacher
2004,10,2,68.0,0,barrichello
2004,10,3,48.0,0,button
2004,10,4,46.0,1,trulli
2004,10,5,33.0,0,alonso
2004,10,6,25.0,0,montoya
2004,10,7,14.0,0,sato
2004,10,8,12.0,0,ralf_schumacher
2004,10,9,12.0,0,coulthard
2004,10,10,10.0,0,fisichella
2004,10,11,10.0,0,raikkonen
2004,10,12,5.0,0,massa
2004,10,13,5.0,0,panis
2004,10,14,3.0,0,matta
2004,10,15,3.0,0,webber
2004,10,16,3.0,0,heidfeld
2004,10,17,2.0,0,glock
2004,10,18,1.0,0,baumgartner
2004,10,19,0.0,0,klien
2004,10,20,0.0,0,gene
2004,10,21,0.0,0,pantano
2004,10,22,0.0,0,bruni
2004,11,1,100.0,10,michael_schumacher
2004,11,2,74.0,0,barrichello
2004,11,3,53.0,0,button
2004,11,4,46.0,1,trulli
2004,11,5,33.0,0,alonso
2004,11,6,29.0,0,montoya
2004,11,7,18.0,0,raikkonen
2004,11,8,14.0,0,sato
2004,11,9,14.0,0,coulthard
2004,11,10,13.0,0,fisichella
2004,11,11,12.0,0,ralf_schumacher
2004,11,12,5.0,0,massa
2004,11,13,5.0,0,panis
2004,11,14,4.0,0,webber
2004,11,15,3.0,0,matta
2004,11,16,3.0,0,heidfeld
2004,11,17,2.0,0,glock
2004,11,18,1.0,0,baumgartner
2004,11,19,0.0,0,klien
2004,11,20,0.0,0,gene
2004,11,21,0.0,0,pantano
2004,11,22,0.0,0,bruni
2004,12,1,110.0,11,michael_schumacher
2004,12,2,74.0,0,barrichello
2004,12,3,61.0,0,button
2004,12,4,46.0,1,trulli
2004,12,5,39.0,0,alonso
2004,12,6,33.0,0,montoya
2004,12,7,19.0,0,coulthard
2004,12,8,18.0,0,raikkonen
2004,12,9,15.0,0,sato
2004,12,10,13.0,0,fisichella
2004,12,11,12.0,0,ralf_schumacher
2004,12,12,7.0,0,webber
2004,12,13,5.0,0,massa
2004,12,14,5.0,0,panis
2004,12,15,3.0,0,matta
2004,12,16,3.0,0,heidfeld
2004,12,17,2.0,0,glock
2004,12,18,2.0,0,pizzonia
2004,12,19,1.0,0,baumgartner
2004,12,20,0.0,0,klien
2004,12,21,0.0,0,gene
2004,12,22,0.0,0,pantano
2004,12,23,0.0,0,bruni
2004,13,1,120.0,12,michael_schumacher
2004,13,2,82.0,0,barrichello
2004,13,3,65.0,0,button
2004,13,4,46.0,1,trulli
2004,13,5,45.0,0,alonso
2004,13,6,38.0,0,montoya
2004,13,7,19.0,0,coulthard
2004,13,8,18.0,0,raikkonen
2004,13,9,18.0,0,sato
2004,13,10,14.0,0,fisichella
2004,13,11,12.0,0,ralf_schumacher
2004,13,12,7.0,0,webber
2004,13,13,5.0,0,massa
2004,13,14,5.0,0,panis
2004,13,15,4.0,0,pizzonia
2004,13,16,3.0,0,matta
2004,13,17,3.0,0,heidfeld
2004,13,18,2.0,0,glock
2004,13,19,1.0,0,baumgartner
2004,13,20,0.0,0,klien
2004,13,21,0.0,0,gene
2004,13,22,0.0,0,pantano
2004,13,23,0.0,0,bruni
2004,14,1,128.0,12,michael_schumacher
2004,14,2,88.0,0,barrichello
2004,14,3,65.0,0,button
2004,14,4,46.0,1,trulli
2004,14,5,45.0,0,alonso
2004,14,6,38.0,0,montoya
2004,14,7,28.0,1,raikkonen
2004,14,8,21.0,0,coulthard
2004,14,9,18.0,0,sato
2004,14,10,18.0,0,fisichella
2004,14,11,12.0,0,ralf_schumacher
2004,14,12,10.0,0,massa
2004,14,13,7.0,0,webber
2004,14,14,6.0,0,panis
